y,ds
30.41176471,22-02-2020 17:00
30.41176471,22-02-2020 18:00
31.38235294,22-02-2020 20:00
31.70588235,22-02-2020 21:00
31.70588235,22-02-2020 22:00
31.70588235,22-02-2020 23:00
31.70588235,22-02-2020 00:00
32.67647059,22-02-2020 00:00
33,22-02-2020 02:00
34.61764706,22-02-2020 04:00
35.26470588,22-02-2020 05:00
34.61764706,22-02-2020 06:00
33,22-02-2020 07:00
32.35294118,22-02-2020 08:00
32.35294118,22-02-2020 09:00
32.35294118,22-02-2020 10:00
32.02941176,22-02-2020 11:00
30.73529412,22-02-2020 12:00
31.05882353,22-02-2020 13:00
31.05882353,22-02-2020 14:00
32.02941176,22-02-2020 15:00
33.32352941,22-02-2020 16:00
33.97058824,22-02-2020 17:00
33,22-02-2020 19:00
32.67647059,22-02-2020 20:00
32.02941176,22-02-2020 22:00
32.02941176,22-02-2020 23:00
31.05882353,22-02-2020 00:00
31.05882353,22-02-2020 02:00
36.23529412,22-02-2020 06:00
37.52941176,22-02-2020 07:00
37.20588235,22-02-2020 08:00
34.94117647,22-02-2020 09:00
31.70588235,22-02-2020 11:00
31.70588235,22-02-2020 12:00
31.70588235,22-02-2020 13:00
34.61764706,22-02-2020 16:00
35.26470588,22-02-2020 17:00
35.58823529,22-02-2020 18:00
35.91176471,22-02-2020 19:00
34.94117647,22-02-2020 20:00
34.61764706,22-02-2020 21:00
33.97058824,22-02-2020 22:00
33.64705882,22-02-2020 23:00
33.64705882,22-02-2020 00:00
34.61764706,22-02-2020 00:00
34.94117647,22-02-2020 02:00
34.94117647,22-02-2020 03:00
35.26470588,22-02-2020 04:00
35.26470588,22-02-2020 05:00
35.58823529,22-02-2020 06:00
36.55882353,22-02-2020 07:00
37.85294118,22-02-2020 08:00
38.17647059,22-02-2020 09:00
37.52941176,22-02-2020 10:00
36.88235294,22-02-2020 11:00
36.55882353,22-02-2020 12:00
36.55882353,22-02-2020 13:00
35.91176471,22-02-2020 14:00
34.61764706,22-02-2020 15:00
33.97058824,22-02-2020 17:00
33.97058824,22-02-2020 18:00
33.97058824,22-02-2020 19:00
33.64705882,22-02-2020 20:00
32.35294118,22-02-2020 22:00
32.02941176,22-02-2020 23:00
31.70588235,22-02-2020 00:00
31.70588235,22-02-2020 02:00
32.02941176,22-02-2020 03:00
32.35294118,22-02-2020 04:00
32.35294118,22-02-2020 05:00
32.35294118,22-02-2020 06:00
32.67647059,22-02-2020 08:00
33,22-02-2020 09:00
33,22-02-2020 10:00
33.64705882,22-02-2020 12:00
33.32352941,22-02-2020 13:00
33,22-02-2020 14:00
32.67647059,22-02-2020 15:00
32.67647059,22-02-2020 16:00
32.67647059,22-02-2020 17:00
33.32352941,22-02-2020 18:00
34.94117647,22-02-2020 19:00
34.94117647,22-02-2020 20:00
37.52941176,22-02-2020 23:00
37.52941176,22-02-2020 00:00
37.52941176,22-02-2020 00:00
37.52941176,22-02-2020 02:00
37.52941176,22-02-2020 03:00
37.20588235,22-02-2020 04:00
37.85294118,22-02-2020 05:00
39.47058824,22-02-2020 07:00
39.47058824,22-02-2020 08:00
37.52941176,22-02-2020 11:00
37.52941176,22-02-2020 12:00
37.20588235,22-02-2020 13:00
37.20588235,22-02-2020 14:00
37.20588235,22-02-2020 15:00
37.52941176,22-02-2020 16:00
38.5,22-02-2020 18:00
38.5,22-02-2020 19:00
37.85294118,22-02-2020 20:00
37.20588235,22-02-2020 22:00
40.44117647,22-02-2020 00:00
44,22-02-2020 03:00
44.32352941,22-02-2020 04:00
44,22-02-2020 05:00
43.67647059,22-02-2020 06:00
42.38235294,22-02-2020 07:00
41.08823529,22-02-2020 09:00
40.76470588,22-02-2020 10:00
40.76470588,22-02-2020 11:00
40.76470588,22-02-2020 12:00
41.41176471,22-02-2020 13:00
41.41176471,22-02-2020 14:00
43.02941176,22-02-2020 17:00
43.02941176,22-02-2020 18:00
42.05882353,22-02-2020 19:00
41.73529412,22-02-2020 20:00
41.41176471,22-02-2020 21:00
41.73529412,22-02-2020 22:00
43.35294118,22-02-2020 00:00
43.35294118,22-02-2020 02:00
43.35294118,22-02-2020 03:00
43.35294118,22-02-2020 04:00
41.08823529,22-02-2020 08:00
41.08823529,22-02-2020 11:00
40.76470588,22-02-2020 12:00
39.79411765,22-02-2020 13:00
39.47058824,22-02-2020 14:00
39.47058824,22-02-2020 15:00
39.47058824,22-02-2020 16:00
39.79411765,22-02-2020 17:00
31.38235294,22-02-2020 21:00
31.38235294,22-02-2020 22:00
29.44117647,22-02-2020 23:00
29.11764706,22-02-2020 00:00
30.41176471,22-02-2020 02:00
33.97058824,22-02-2020 07:00
27.5,22-02-2020 12:00
27.5,22-02-2020 13:00
27.5,22-02-2020 14:00
28.47058824,22-02-2020 17:00
27.17647059,22-02-2020 18:00
22.64705882,22-02-2020 02:00
22,22-02-2020 03:00
21.35294118,22-02-2020 04:00
20.05882353,22-02-2020 07:00
20.05882353,22-02-2020 08:00
19.73529412,22-02-2020 09:00
18.44117647,22-02-2020 10:00
18.44117647,22-02-2020 11:00
18.44117647,22-02-2020 12:00
18.44117647,22-02-2020 13:00
19.08823529,22-02-2020 14:00
19.41176471,22-02-2020 15:00
19.41176471,22-02-2020 16:00
19.73529412,22-02-2020 17:00
19.73529412,22-02-2020 18:00
19.41176471,22-02-2020 19:00
18.44117647,22-02-2020 20:00
14.88235294,22-02-2020 00:00
14.88235294,22-02-2020 00:00
14.88235294,22-02-2020 02:00
15.20588235,22-02-2020 03:00
14.88235294,22-02-2020 04:00
14.23529412,22-02-2020 05:00
13.91176471,22-02-2020 06:00
13.26470588,22-02-2020 07:00
13.26470588,22-02-2020 08:00
13.26470588,22-02-2020 09:00
13.26470588,22-02-2020 10:00
12.94117647,22-02-2020 11:00
12.94117647,22-02-2020 12:00
12.94117647,22-02-2020 13:00
10.35294118,22-02-2020 15:00
9.382352941,22-02-2020 16:00
9.705882353,22-02-2020 17:00
11.32352941,22-02-2020 19:00
11.64705882,22-02-2020 20:00
11.32352941,22-02-2020 21:00
11.32352941,22-02-2020 22:00
11.32352941,22-02-2020 23:00
11.32352941,22-02-2020 00:00
11,22-02-2020 00:00
12.29411765,22-02-2020 03:00
12.29411765,22-02-2020 04:00
10.02941176,22-02-2020 06:00
9.058823529,22-02-2020 08:00
8.735294118,22-02-2020 09:00
8.735294118,22-02-2020 10:00
9.058823529,22-02-2020 11:00
9.058823529,22-02-2020 12:00
9.058823529,22-02-2020 13:00
8.411764706,22-02-2020 14:00
8.735294118,22-02-2020 15:00
8.411764706,22-02-2020 16:00
8.411764706,22-02-2020 17:00
7.117647059,22-02-2020 21:00
6.794117647,22-02-2020 22:00
6.794117647,22-02-2020 23:00
7.117647059,22-02-2020 00:00
7.441176471,22-02-2020 00:00
8.411764706,22-02-2020 02:00
8.735294118,22-02-2020 03:00
10.35294118,22-02-2020 05:00
10.02941176,22-02-2020 06:00
10.02941176,22-02-2020 07:00
10.02941176,22-02-2020 08:00
10.02941176,22-02-2020 09:00
10.02941176,22-02-2020 10:00
10.02941176,22-02-2020 11:00
10.35294118,22-02-2020 12:00
10.02941176,22-02-2020 13:00
8.735294118,22-02-2020 14:00
8.411764706,22-02-2020 15:00
8.411764706,22-02-2020 16:00
8.735294118,22-02-2020 17:00
10.02941176,22-02-2020 18:00
10.35294118,22-02-2020 19:00
10.35294118,22-02-2020 20:00
10.35294118,22-02-2020 21:00
10.67647059,22-02-2020 22:00
10.02941176,22-02-2020 23:00
10.02941176,22-02-2020 00:00
10.02941176,22-02-2020 00:00
10.35294118,22-02-2020 02:00
10.35294118,22-02-2020 03:00
10.67647059,22-02-2020 04:00
11.32352941,22-02-2020 05:00
11.64705882,22-02-2020 06:00
11.64705882,22-02-2020 07:00
11.97058824,22-02-2020 08:00
13.58823529,22-02-2020 12:00
13.91176471,22-02-2020 13:00
13.91176471,22-02-2020 14:00
14.23529412,22-02-2020 15:00
14.23529412,22-02-2020 16:00
14.23529412,22-02-2020 17:00
14.23529412,22-02-2020 18:00
14.55882353,22-02-2020 19:00
15.20588235,22-02-2020 20:00
16.82352941,22-02-2020 22:00
18.44117647,22-02-2020 00:00
21.02941176,22-02-2020 03:00
20.38235294,22-02-2020 04:00
20.05882353,22-02-2020 05:00
19.73529412,22-02-2020 06:00
19.73529412,22-02-2020 07:00
20.70588235,22-02-2020 08:00
19.73529412,22-02-2020 09:00
19.73529412,22-02-2020 10:00
22.97058824,22-02-2020 13:00
23.29411765,22-02-2020 14:00
25.55882353,22-02-2020 18:00
25.55882353,22-02-2020 19:00
22.97058824,22-02-2020 22:00
22.97058824,22-02-2020 23:00
23.29411765,22-02-2020 00:00
24.26470588,22-02-2020 00:00
25.88235294,22-02-2020 09:00
26.52941176,22-02-2020 10:00
26.52941176,22-02-2020 11:00
26.20588235,22-02-2020 12:00
25.88235294,22-02-2020 13:00
25.23529412,22-02-2020 14:00
24.58823529,22-02-2020 15:00
23.61764706,22-02-2020 18:00
23.61764706,22-02-2020 19:00
23.61764706,22-02-2020 20:00
26.85294118,22-02-2020 00:00
28.14705882,22-02-2020 00:00
27.82352941,22-02-2020 02:00
27.17647059,22-02-2020 03:00
25.23529412,22-02-2020 05:00
25.23529412,22-02-2020 06:00
25.23529412,22-02-2020 07:00
26.85294118,22-02-2020 10:00
27.82352941,22-02-2020 11:00
27.82352941,22-02-2020 12:00
27.82352941,22-02-2020 13:00
27.82352941,22-02-2020 14:00
28.14705882,22-02-2020 15:00
28.47058824,22-02-2020 16:00
28.14705882,22-02-2020 17:00
27.17647059,22-02-2020 19:00
26.85294118,22-02-2020 20:00
26.85294118,22-02-2020 21:00
26.85294118,22-02-2020 22:00
26.85294118,22-02-2020 23:00
26.85294118,22-02-2020 00:00
26.85294118,22-02-2020 00:00
26.20588235,22-02-2020 02:00
26.20588235,22-02-2020 03:00
26.52941176,22-02-2020 04:00
28.14705882,22-02-2020 05:00
29.11764706,22-02-2020 06:00
29.44117647,22-02-2020 07:00
30.41176471,22-02-2020 09:00
30.41176471,22-02-2020 10:00
30.08823529,22-02-2020 11:00
30.08823529,22-02-2020 12:00
29.76470588,22-02-2020 15:00
29.44117647,22-02-2020 16:00
29.44117647,22-02-2020 17:00
29.11764706,22-02-2020 18:00
28.14705882,22-02-2020 19:00
28.14705882,22-02-2020 20:00
27.82352941,22-02-2020 21:00
26.85294118,22-02-2020 22:00
26.20588235,22-02-2020 23:00
26.20588235,22-02-2020 00:00
25.88235294,22-02-2020 00:00
25.55882353,22-02-2020 03:00
24.58823529,22-02-2020 05:00
24.58823529,22-02-2020 06:00
24.58823529,22-02-2020 07:00
25.88235294,22-02-2020 08:00
26.20588235,22-02-2020 09:00
27.5,22-02-2020 10:00
26.20588235,22-02-2020 11:00
26.20588235,22-02-2020 12:00
26.20588235,22-02-2020 13:00
30.08823529,22-02-2020 16:00
30.41176471,22-02-2020 17:00
30.41176471,22-02-2020 18:00
30.08823529,22-02-2020 19:00
30.41176471,22-02-2020 21:00
30.41176471,22-02-2020 22:00
31.70588235,22-02-2020 23:00
32.67647059,22-02-2020 00:00
32.67647059,22-02-2020 02:00
26.20588235,22-02-2020 07:00
26.52941176,22-02-2020 08:00
26.52941176,22-02-2020 09:00
26.85294118,22-02-2020 10:00
27.17647059,22-02-2020 11:00
27.82352941,22-02-2020 12:00
28.47058824,22-02-2020 13:00
28.47058824,22-02-2020 16:00
28.47058824,22-02-2020 17:00
31.38235294,22-02-2020 21:00
31.38235294,22-02-2020 22:00
29.44117647,22-02-2020 23:00
29.11764706,22-02-2020 00:00
29.44117647,22-02-2020 00:00
29.76470588,22-02-2020 02:00
31.38235294,22-02-2020 03:00
31.70588235,22-02-2020 04:00
31.38235294,22-02-2020 05:00
31.38235294,22-02-2020 06:00
34.61764706,22-02-2020 10:00
35.26470588,22-02-2020 11:00
35.58823529,22-02-2020 12:00
36.23529412,22-02-2020 14:00
35.91176471,22-02-2020 15:00
35.91176471,22-02-2020 16:00
34.94117647,22-02-2020 17:00
32.67647059,22-02-2020 19:00
31.05882353,22-02-2020 20:00
29.44117647,22-02-2020 21:00
32.35294118,22-02-2020 03:00
33,22-02-2020 04:00
33.32352941,22-02-2020 05:00
32.35294118,22-02-2020 06:00
31.70588235,22-02-2020 07:00
31.70588235,22-02-2020 08:00
33.97058824,22-02-2020 14:00
33.64705882,22-02-2020 16:00
33.32352941,22-02-2020 19:00
33,22-02-2020 20:00
33,22-02-2020 21:00
33,22-02-2020 22:00
33,22-02-2020 23:00
31.70588235,22-02-2020 03:00
31.70588235,22-02-2020 04:00
32.02941176,22-02-2020 05:00
32.35294118,22-02-2020 06:00
32.67647059,22-02-2020 07:00
33,22-02-2020 08:00
33,22-02-2020 09:00
32.67647059,22-02-2020 10:00
32.02941176,22-02-2020 11:00
32.02941176,22-02-2020 12:00
32.35294118,22-02-2020 13:00
35.58823529,22-02-2020 14:00
35.91176471,22-02-2020 15:00
36.88235294,22-02-2020 16:00
36.55882353,22-02-2020 17:00
37.85294118,22-02-2020 19:00
37.85294118,22-02-2020 20:00
37.85294118,22-02-2020 21:00
37.85294118,22-02-2020 22:00
37.85294118,22-02-2020 23:00
16.17647059,23-02-2020 04:00
16.17647059,23-02-2020 05:00
16.17647059,23-02-2020 06:00
18.11764706,23-02-2020 08:00
19.41176471,23-02-2020 09:00
18.76470588,23-02-2020 10:00
18.44117647,23-02-2020 11:00
18.44117647,23-02-2020 12:00
22,23-02-2020 13:00
25.23529412,23-02-2020 14:00
25.88235294,23-02-2020 15:00
20.70588235,23-02-2020 18:00
20.70588235,23-02-2020 19:00
23.29411765,23-02-2020 22:00
23.29411765,23-02-2020 23:00
22.97058824,23-02-2020 00:00
22.97058824,23-02-2020 00:00
22.97058824,23-02-2020 02:00
25.23529412,23-02-2020 04:00
25.55882353,23-02-2020 05:00
25.88235294,23-02-2020 06:00
26.52941176,23-02-2020 07:00
27.5,23-02-2020 08:00
27.17647059,23-02-2020 09:00
26.85294118,23-02-2020 10:00
26.20588235,23-02-2020 11:00
25.88235294,23-02-2020 12:00
25.88235294,23-02-2020 13:00
25.88235294,23-02-2020 14:00
25.88235294,23-02-2020 15:00
25.88235294,23-02-2020 16:00
26.20588235,23-02-2020 17:00
24.58823529,23-02-2020 19:00
23.94117647,23-02-2020 20:00
22.97058824,23-02-2020 21:00
22.97058824,23-02-2020 22:00
22.97058824,23-02-2020 23:00
22.97058824,23-02-2020 00:00
22.97058824,23-02-2020 00:00
22.64705882,23-02-2020 02:00
22.32352941,23-02-2020 03:00
22.32352941,23-02-2020 04:00
23.29411765,23-02-2020 06:00
26.85294118,23-02-2020 10:00
27.17647059,23-02-2020 11:00
27.5,23-02-2020 12:00
30.08823529,23-02-2020 15:00
29.76470588,23-02-2020 16:00
26.85294118,23-02-2020 19:00
24.58823529,23-02-2020 21:00
24.91176471,23-02-2020 22:00
29.76470588,23-02-2020 02:00
31.38235294,23-02-2020 04:00
31.38235294,23-02-2020 05:00
31.38235294,23-02-2020 06:00
31.38235294,23-02-2020 07:00
28.14705882,23-02-2020 08:00
27.82352941,23-02-2020 09:00
27.5,23-02-2020 10:00
27.5,23-02-2020 11:00
27.82352941,23-02-2020 12:00
28.14705882,23-02-2020 13:00
29.44117647,23-02-2020 15:00
29.44117647,23-02-2020 16:00
29.11764706,23-02-2020 18:00
28.79411765,23-02-2020 19:00
27.5,23-02-2020 21:00
27.17647059,23-02-2020 22:00
27.82352941,23-02-2020 23:00
27.5,23-02-2020 00:00
26.20588235,23-02-2020 00:00
25.88235294,23-02-2020 02:00
25.88235294,23-02-2020 03:00
26.20588235,23-02-2020 04:00
27.82352941,23-02-2020 05:00
28.14705882,23-02-2020 06:00
28.14705882,23-02-2020 07:00
26.85294118,23-02-2020 08:00
24.58823529,23-02-2020 11:00
24.58823529,23-02-2020 12:00
24.91176471,23-02-2020 13:00
26.52941176,23-02-2020 14:00
26.52941176,23-02-2020 15:00
26.85294118,23-02-2020 16:00
24.58823529,23-02-2020 17:00
24.58823529,23-02-2020 18:00
24.91176471,23-02-2020 19:00
29.44117647,23-02-2020 00:00
29.44117647,23-02-2020 00:00
29.76470588,23-02-2020 02:00
29.44117647,23-02-2020 03:00
28.79411765,23-02-2020 04:00
28.14705882,23-02-2020 05:00
28.14705882,23-02-2020 06:00
30.41176471,23-02-2020 07:00
31.38235294,23-02-2020 08:00
27.82352941,23-02-2020 10:00
27.82352941,23-02-2020 11:00
30.08823529,23-02-2020 13:00
30.73529412,23-02-2020 14:00
30.41176471,23-02-2020 15:00
28.14705882,23-02-2020 18:00
27.82352941,23-02-2020 19:00
26.85294118,23-02-2020 20:00
26.85294118,23-02-2020 21:00
26.85294118,23-02-2020 22:00
27.5,23-02-2020 00:00
28.14705882,23-02-2020 00:00
28.47058824,23-02-2020 02:00
28.14705882,23-02-2020 03:00
27.5,23-02-2020 04:00
27.5,23-02-2020 05:00
28.14705882,23-02-2020 06:00
28.47058824,23-02-2020 07:00
29.76470588,23-02-2020 08:00
31.05882353,23-02-2020 09:00
31.38235294,23-02-2020 10:00
31.38235294,23-02-2020 11:00
31.38235294,23-02-2020 15:00
34.94117647,23-02-2020 17:00
35.91176471,23-02-2020 18:00
35.91176471,23-02-2020 19:00
35.58823529,23-02-2020 20:00
35.26470588,23-02-2020 21:00
34.61764706,23-02-2020 22:00
34.29411765,23-02-2020 23:00
33.97058824,23-02-2020 00:00
34.29411765,23-02-2020 00:00
34.61764706,23-02-2020 02:00
34.61764706,23-02-2020 03:00
34.94117647,23-02-2020 05:00
35.26470588,23-02-2020 06:00
35.26470588,23-02-2020 07:00
34.61764706,23-02-2020 08:00
34.61764706,23-02-2020 09:00
34.29411765,23-02-2020 10:00
33.64705882,23-02-2020 12:00
31.70588235,23-02-2020 13:00
31.05882353,23-02-2020 14:00
31.05882353,23-02-2020 15:00
31.05882353,23-02-2020 16:00
34.94117647,23-02-2020 18:00
34.94117647,23-02-2020 19:00
33,23-02-2020 22:00
32.67647059,23-02-2020 23:00
32.67647059,23-02-2020 00:00
33.97058824,23-02-2020 00:00
34.94117647,23-02-2020 02:00
35.26470588,23-02-2020 03:00
35.26470588,23-02-2020 04:00
32.67647059,23-02-2020 07:00
32.35294118,23-02-2020 08:00
31.70588235,23-02-2020 10:00
32.02941176,23-02-2020 12:00
32.35294118,23-02-2020 13:00
32.35294118,23-02-2020 14:00
31.38235294,23-02-2020 15:00
31.38235294,23-02-2020 16:00
31.70588235,23-02-2020 17:00
33,23-02-2020 21:00
33,23-02-2020 22:00
34.61764706,23-02-2020 23:00
39.47058824,23-02-2020 02:00
40.11764706,23-02-2020 03:00
39.79411765,23-02-2020 04:00
39.79411765,23-02-2020 05:00
39.79411765,23-02-2020 06:00
42.05882353,23-02-2020 08:00
42.70588235,23-02-2020 09:00
43.67647059,23-02-2020 11:00
44.64705882,23-02-2020 12:00
44.32352941,23-02-2020 13:00
42.38235294,23-02-2020 14:00
40.76470588,23-02-2020 16:00
40.76470588,23-02-2020 17:00
40.76470588,23-02-2020 18:00
40.76470588,23-02-2020 19:00
40.44117647,23-02-2020 20:00
40.11764706,23-02-2020 21:00
40.11764706,23-02-2020 22:00
39.79411765,23-02-2020 23:00
39.79411765,23-02-2020 00:00
40.76470588,23-02-2020 02:00
40.76470588,23-02-2020 03:00
40.44117647,23-02-2020 04:00
39.47058824,23-02-2020 05:00
39.47058824,23-02-2020 06:00
39.47058824,23-02-2020 07:00
39.79411765,23-02-2020 08:00
39.79411765,23-02-2020 09:00
40.11764706,23-02-2020 10:00
40.76470588,23-02-2020 12:00
39.79411765,23-02-2020 14:00
36.55882353,23-02-2020 18:00
36.23529412,23-02-2020 19:00
35.91176471,23-02-2020 20:00
34.61764706,23-02-2020 21:00
32.67647059,23-02-2020 22:00
32.67647059,23-02-2020 23:00
33,23-02-2020 00:00
35.91176471,23-02-2020 02:00
39.14705882,23-02-2020 05:00
39.47058824,23-02-2020 06:00
39.47058824,23-02-2020 07:00
39.47058824,23-02-2020 08:00
39.47058824,23-02-2020 09:00
39.47058824,23-02-2020 10:00
39.47058824,23-02-2020 11:00
39.47058824,23-02-2020 12:00
32.67647059,23-02-2020 16:00
27.17647059,23-02-2020 20:00
27.17647059,23-02-2020 21:00
26.85294118,23-02-2020 22:00
26.52941176,23-02-2020 23:00
25.88235294,23-02-2020 00:00
25.23529412,23-02-2020 00:00
24.58823529,23-02-2020 02:00
22.97058824,23-02-2020 04:00
22.64705882,23-02-2020 05:00
22.32352941,23-02-2020 06:00
21.67647059,23-02-2020 07:00
21.35294118,23-02-2020 08:00
20.70588235,23-02-2020 10:00
20.05882353,23-02-2020 12:00
19.73529412,23-02-2020 13:00
18.76470588,23-02-2020 14:00
18.11764706,23-02-2020 15:00
18.11764706,23-02-2020 16:00
17.14705882,23-02-2020 17:00
17.14705882,23-02-2020 18:00
16.82352941,23-02-2020 19:00
16.5,23-02-2020 20:00
16.5,23-02-2020 21:00
16.5,23-02-2020 22:00
16.5,23-02-2020 23:00
14.88235294,23-02-2020 00:00
14.88235294,23-02-2020 00:00
14.55882353,23-02-2020 02:00
14.55882353,23-02-2020 03:00
14.55882353,23-02-2020 04:00
14.55882353,23-02-2020 05:00
14.23529412,23-02-2020 06:00
13.91176471,23-02-2020 07:00
13.58823529,23-02-2020 08:00
11.97058824,23-02-2020 11:00
11.97058824,23-02-2020 12:00
12.29411765,23-02-2020 14:00
12.29411765,23-02-2020 15:00
12.29411765,23-02-2020 16:00
12.61764706,23-02-2020 17:00
12.29411765,23-02-2020 18:00
12.29411765,23-02-2020 19:00
11.97058824,23-02-2020 20:00
12.29411765,23-02-2020 21:00
12.29411765,23-02-2020 22:00
12.29411765,23-02-2020 23:00
11.97058824,23-02-2020 00:00
11.64705882,23-02-2020 00:00
11.64705882,23-02-2020 02:00
9.705882353,23-02-2020 04:00
9.382352941,23-02-2020 05:00
9.382352941,23-02-2020 06:00
9.382352941,23-02-2020 07:00
9.058823529,23-02-2020 09:00
8.735294118,23-02-2020 10:00
8.735294118,23-02-2020 11:00
8.735294118,23-02-2020 12:00
10.02941176,23-02-2020 14:00
9.705882353,23-02-2020 15:00
9.058823529,23-02-2020 17:00
9.058823529,23-02-2020 18:00
9.382352941,23-02-2020 19:00
9.382352941,23-02-2020 20:00
9.382352941,23-02-2020 21:00
9.058823529,23-02-2020 23:00
8.735294118,23-02-2020 00:00
8.088235294,23-02-2020 00:00
8.088235294,23-02-2020 02:00
8.088235294,23-02-2020 03:00
8.088235294,23-02-2020 04:00
8.088235294,23-02-2020 05:00
8.411764706,23-02-2020 06:00
8.411764706,23-02-2020 07:00
8.411764706,23-02-2020 08:00
8.411764706,23-02-2020 09:00
8.411764706,23-02-2020 10:00
8.735294118,23-02-2020 11:00
10.67647059,23-02-2020 13:00
11,23-02-2020 14:00
11.32352941,23-02-2020 15:00
11.32352941,23-02-2020 16:00
11.32352941,23-02-2020 17:00
11.64705882,23-02-2020 19:00
11.64705882,23-02-2020 20:00
13.58823529,23-02-2020 23:00
14.55882353,23-02-2020 00:00
15.52941176,23-02-2020 00:00
16.5,23-02-2020 03:00
16.5,23-02-2020 04:00
16.17647059,23-02-2020 05:00
18.11764706,23-02-2020 07:00
19.73529412,23-02-2020 09:00
20.05882353,23-02-2020 10:00
20.05882353,23-02-2020 11:00
19.73529412,23-02-2020 12:00
19.73529412,23-02-2020 13:00
20.05882353,23-02-2020 14:00
21.02941176,23-02-2020 15:00
21.35294118,23-02-2020 16:00
21.02941176,23-02-2020 18:00
21.02941176,23-02-2020 19:00
21.35294118,23-02-2020 20:00
21.67647059,23-02-2020 21:00
23.29411765,23-02-2020 00:00
23.29411765,23-02-2020 00:00
23.29411765,23-02-2020 02:00
28.14705882,23-02-2020 05:00
30.41176471,23-02-2020 06:00
30.73529412,23-02-2020 07:00
30.73529412,23-02-2020 08:00
31.05882353,23-02-2020 09:00
31.70588235,23-02-2020 11:00
31.38235294,23-02-2020 12:00
31.05882353,23-02-2020 13:00
31.05882353,23-02-2020 14:00
31.05882353,23-02-2020 15:00
31.70588235,23-02-2020 16:00
32.67647059,23-02-2020 17:00
32.35294118,23-02-2020 18:00
30.73529412,23-02-2020 20:00
30.41176471,23-02-2020 21:00
30.41176471,23-02-2020 22:00
26.20588235,23-02-2020 02:00
26.20588235,23-02-2020 03:00
26.20588235,23-02-2020 04:00
26.52941176,23-02-2020 05:00
26.20588235,23-02-2020 06:00
25.88235294,23-02-2020 07:00
25.88235294,23-02-2020 08:00
26.20588235,23-02-2020 09:00
27.82352941,23-02-2020 10:00
27.5,23-02-2020 11:00
27.17647059,23-02-2020 12:00
27.5,23-02-2020 13:00
27.82352941,23-02-2020 14:00
29.76470588,23-02-2020 17:00
29.76470588,23-02-2020 18:00
29.44117647,23-02-2020 19:00
28.14705882,23-02-2020 22:00
27.17647059,23-02-2020 23:00
27.17647059,23-02-2020 00:00
27.5,23-02-2020 00:00
30.08823529,23-02-2020 05:00
29.76470588,23-02-2020 07:00
29.44117647,23-02-2020 08:00
29.44117647,23-02-2020 09:00
29.44117647,23-02-2020 10:00
29.76470588,23-02-2020 11:00
30.08823529,23-02-2020 12:00
30.41176471,23-02-2020 13:00
30.41176471,23-02-2020 14:00
30.08823529,23-02-2020 15:00
27.82352941,23-02-2020 19:00
27.82352941,23-02-2020 20:00
27.82352941,23-02-2020 21:00
29.11764706,23-02-2020 23:00
29.44117647,23-02-2020 00:00
29.44117647,23-02-2020 00:00
29.76470588,23-02-2020 02:00
31.05882353,23-02-2020 03:00
31.70588235,23-02-2020 04:00
32.02941176,23-02-2020 05:00
32.02941176,23-02-2020 06:00
32.02941176,23-02-2020 07:00
29.76470588,23-02-2020 10:00
29.76470588,23-02-2020 11:00
29.76470588,23-02-2020 12:00
30.08823529,23-02-2020 13:00
30.08823529,23-02-2020 14:00
30.08823529,23-02-2020 15:00
30.08823529,23-02-2020 16:00
31.05882353,23-02-2020 17:00
32.67647059,23-02-2020 19:00
32.67647059,23-02-2020 20:00
32.35294118,23-02-2020 21:00
32.35294118,23-02-2020 22:00
33.64705882,23-02-2020 00:00
33,23-02-2020 02:00
34.61764706,23-02-2020 04:00
34.61764706,23-02-2020 05:00
34.61764706,23-02-2020 06:00
32.02941176,23-02-2020 09:00
31.70588235,23-02-2020 10:00
32.02941176,23-02-2020 11:00
32.02941176,23-02-2020 12:00
32.35294118,23-02-2020 13:00
33,23-02-2020 15:00
33.64705882,23-02-2020 16:00
34.29411765,23-02-2020 17:00
35.58823529,23-02-2020 18:00
36.55882353,23-02-2020 19:00
36.88235294,23-02-2020 20:00
36.55882353,23-02-2020 21:00
35.26470588,23-02-2020 23:00
35.26470588,23-02-2020 00:00
35.58823529,23-02-2020 00:00
35.91176471,23-02-2020 02:00
35.58823529,23-02-2020 03:00
35.26470588,23-02-2020 04:00
34.94117647,23-02-2020 05:00
34.94117647,23-02-2020 06:00
33.32352941,23-02-2020 07:00
32.35294118,23-02-2020 08:00
31.38235294,23-02-2020 09:00
31.38235294,23-02-2020 10:00
31.70588235,23-02-2020 11:00
32.02941176,23-02-2020 13:00
32.02941176,23-02-2020 14:00
32.35294118,23-02-2020 15:00
33.32352941,23-02-2020 18:00
33.64705882,23-02-2020 19:00
34.61764706,23-02-2020 21:00
35.91176471,23-02-2020 22:00
35.91176471,23-02-2020 23:00
30.58823529,24-02-2020 04:00
30.20588235,24-02-2020 05:00
30.20588235,24-02-2020 06:00
30.20588235,24-02-2020 07:00
30.58823529,24-02-2020 09:00
30.58823529,24-02-2020 10:00
30.97058824,24-02-2020 11:00
27.52941176,24-02-2020 14:00
27.14705882,24-02-2020 15:00
26.76470588,24-02-2020 16:00
26.38235294,24-02-2020 17:00
26.38235294,24-02-2020 18:00
26,24-02-2020 19:00
25.61764706,24-02-2020 20:00
